"","assay","gene","target_antibiotics_major","id","day","height","length","mean","std","n","se"
"457","AY331","aadA2_3","Aminoglycoside","Q",29,"bottom","half",0.0015631902728685,0.000100792672860977,3,5.81926768086272e-05
"458","AY339","blaCMY_2","Beta Lactam","Q",29,"bottom","half",1.4869748598976e-05,1.22430363021149e-05,3,7.06852030472442e-06
"459","AY353","tolC_2","MDR","Q",29,"bottom","half",1.44928584916062e-05,6.39096165992643e-07,2,4.51909232803721e-07
"460","AY365","sul2_2","Sulfonamide","Q",29,"bottom","half",0.00240887008254272,0.000176698541865838,3,0.000102016950711656
"461","AY37","cmxA","Phenicol","Q",29,"bottom","half",0.00370338631125944,0.000294276810931383,3,0.000169900796007498
"462","AY389","aph6-ia","Aminoglycoside","Q",29,"bottom","half",2.67832808313406e-05,2.53102773902735e-05,2,1.7897068776375e-05
"463","AY409","aadA16","Aminoglycoside","Q",29,"bottom","half",0.000825725153947614,0.000179288272224338,3,0.000103512132231264
"464","AY410","aadA1_2","Aminoglycoside","Q",29,"bottom","half",0.00226575823970253,0.00033012478067759,3,0.000190597630990373
"465","AY416","ant6-ib","Aminoglycoside","Q",29,"bottom","half",0.00110400783145771,0.000330213877137658,3,0.000190649070855577
"466","AY457","qnrB4","Quinolone","Q",29,"bottom","half",0.000165026452385535,1.93675784332693e-05,2,1.36949460453271e-05
"467","AY458","qnrB_2","Quinolone","Q",29,"bottom","half",5.99846423134241e-05,1.71083485958525e-05,2,1.20974293070306e-05
"468","AY459","qnrD","Quinolone","Q",29,"bottom","half",0.000505772320639438,9.61422587353952e-05,3,5.55077589613791e-05
"469","AY46","ermF_1","MLSB","Q",29,"bottom","half",0.0271861970504459,0.00375403797703276,3,0.00216739483658794
"470","AY465","bacA","Other","Q",29,"bottom","half",8.37907264782992e-06,5.7989670866637e-06,3,3.34803520850707e-06
"471","AY487","cefa_qacelta","MDR","Q",29,"bottom","half",0.00204611193249801,0.000306144993207612,3,0.000176752894239471
"472","AY489","qacF/H","MDR","Q",29,"bottom","half",0.00122424245819637,0.000135968097054336,3,7.8501217435522e-05
"473","AY492","copA","MDR","Q",29,"bottom","half",0.000182358534131372,2.43550366378331e-05,3,1.40613869589761e-05
"474","AY493","czcA","MDR","Q",29,"bottom","half",0.00047750420760005,0.000173492253614027,3,0.000100165799326373
"475","AY533","ermB_2","MLSB","Q",29,"bottom","half",0.00684371975047839,0.000473976372118063,3,0.000273650386031886
"476","AY536","lnuB","MLSB","Q",29,"bottom","half",0.00522026984745119,0.000805165685989429,3,0.000464862625548247
"477","AY537","lnuC","MLSB","Q",29,"bottom","half",0.000227839270619473,0.000170320840337035,3,9.83347830171905e-05
"478","AY538","mefA","MLSB","Q",29,"bottom","half",0.00208937062980481,0.00019010671984708,3,0.000109758165878469
"479","AY553","msrE","MLSB","Q",29,"bottom","half",0.0564899988952202,0.00700027586435906,3,0.00404161115468935
"480","AY562","catQ","Phenicol","Q",29,"bottom","half",0.000300296488135593,0.000132330166884512,2,9.35715583595858e-05
"481","AY566","floR","Phenicol","Q",29,"bottom","half",0.000223031569481327,4.34944614540605e-05,3,2.51115390287596e-05
"482","AY572","tetG","Tetracycline","Q",29,"bottom","half",0.00861743044269162,0.00173526558377693,3,0.0010018560519091
"483","AY574","tetM","Tetracycline","Q",29,"bottom","half",0.0020230041569517,0.000505206025699601,3,0.000291680834933886
"484","AY595","vanA","Vancomycin","Q",29,"bottom","half",0.000330772191100192,3.07585582957079e-05,2,2.17495851504168e-05
"485","AY111","cphA_1","Beta Lactam","R",29,"middle","half",6.80718227558063e-05,2.16440545702399e-05,2,1.53046577589883e-05
"486","AY126","blaSFO","Beta Lactam","R",29,"middle","half",2.50322071843139e-06,1.96103241483478e-07,2,1.3866593186563e-07
"487","AY142","ttgB","Other","R",29,"middle","half",3.97538053103271e-06,1.83812589739912e-06,3,1.06124248166781e-06
"488","AY191","merA","Other","R",29,"middle","half",0.00257718358709324,0.000441027523031862,3,0.000254627359142479
"489","AY198","crAss64","Other","R",29,"middle","half",0.000238078790311748,2.07365598463859e-05,3,1.19722584093777e-05
"490","AY218","qacE∆1_1","Other","R",29,"middle","half",0.00118789027578107,8.86158060928007e-05,3,5.11623595021341e-05
"491","AY224","oprD","MDR","R",29,"middle","half",3.1840851230863e-05,3.33043365448579e-05,2,2.35497222137879e-05
"492","AY236","qacE∆1_3","Other","R",29,"middle","half",0.00197514091827783,0.00015234134521158,3,8.79543166666152e-05
"493","AY24","strB","Aminoglycoside","R",29,"middle","half",0.00654351199695505,0.00028816366883905,3,0.000166371371774896
"494","AY241","sul4","Sulfonamide","R",29,"middle","half",0.00490315981074315,0.000485212481615714,3,0.000280137556874999
"495","AY244","sul3_1","Sulfonamide","R",29,"middle","half",0.000340387160396205,0.000105630192164265,3,6.09856198805903e-05
"496","AY245","sul1_2","Sulfonamide","R",29,"middle","half",0.00191742691434652,2.03349036090142e-05,3,1.17403620726094e-05
"497","AY254","tetA_2","Tetracycline","R",29,"middle","half",0.000210736764710183,3.09215404860818e-05,3,1.78525597233973e-05
"498","AY263","tetW","Tetracycline","R",29,"middle","half",0.00593563710476621,0.000144725560720543,3,8.35573414406252e-05
"499","AY268","tetC_2","Tetracycline","R",29,"middle","half",1.61895544656993e-05,4.61567393130024e-06,3,2.66486058672773e-06
"500","AY284","dfrA1_1","Trimethoprim","R",29,"middle","half",8.93892235197173e-05,5.88486086869662e-05,3,3.39762600668549e-05
"501","AY289","intI1_2","Integrons","R",29,"middle","half",0.00269804275134065,0.000205138023778451,3,0.000118436493249516
"502","AY29","catB3","Phenicol","R",29,"middle","half",1.68182003596301e-05,1.37870187741139e-05,2,9.74889446752215e-06
"503","AY293","intI1_1","Integrons","R",29,"middle","half",0.00337133725385497,0.00104847178596179,3,0.000605335467862765
"504","AY300","tnpA_2","MGE","R",29,"middle","half",0.0119004716692621,0.000384449312915631,3,0.000221961914301606
"505","AY309","ISPps","MGE","R",29,"middle","half",0.00903851394608218,0.000226951966204465,3,0.000131030778781263
"506","AY328","aadA5_2","Aminoglycoside","R",29,"middle","half",7.01528615407672e-05,2.99183963122413e-06,3,1.72733941645944e-06
"507","AY331","aadA2_3","Aminoglycoside","R",29,"middle","half",0.0014469445017964,4.89990833593699e-05,3,2.82896339675771e-05
"508","AY339","blaCMY_2","Beta Lactam","R",29,"middle","half",2.22084519172989e-05,1.37877142646169e-05,3,7.9603405421862e-06
"509","AY365","sul2_2","Sulfonamide","R",29,"middle","half",0.00264251783442031,0.000200916344295481,3,0.000115999105463592
"510","AY37","cmxA","Phenicol","R",29,"middle","half",0.00385360871158442,0.000335168839534818,3,0.000193509819729402
"511","AY381","vanTC_2","Vancomycin","R",29,"middle","half",4.77449564529196e-06,3.38491178875421e-06,2,2.39349407954639e-06
"512","AY389","aph6-ia","Aminoglycoside","R",29,"middle","half",1.7839373935603e-05,6.11931658026155e-07,2,4.32701025013021e-07
"513","AY409","aadA16","Aminoglycoside","R",29,"middle","half",0.00219690256934919,0.000414811412305856,3,0.000239491480557715
"514","AY410","aadA1_2","Aminoglycoside","R",29,"middle","half",0.00150452638868915,2.99288523490566e-05,3,1.72794309602644e-05
"515","AY416","ant6-ib","Aminoglycoside","R",29,"middle","half",0.00138896968671039,0.000209423070614587,3,0.00012091046619385
"516","AY418","aph(3'')-ia","Aminoglycoside","R",29,"middle","half",0.000106398762342861,5.56566565532913e-05,3,3.21333856432373e-05
"517","AY457","qnrB4","Quinolone","R",29,"middle","half",8.42101553482508e-05,8.96183933845105e-05,3,5.17412035448889e-05
"518","AY458","qnrB_2","Quinolone","R",29,"middle","half",6.32556736009569e-05,4.32010327696813e-05,2,3.05477432257039e-05
"519","AY459","qnrD","Quinolone","R",29,"middle","half",0.00212359953585435,0.000196706027774459,3,0.000113568278086806
"520","AY46","ermF_1","MLSB","R",29,"middle","half",0.0359375046543265,0.00462839164188518,3,0.00267220316035742
"521","AY465","bacA","Other","R",29,"middle","half",3.08224672014457e-06,3.93217390286659e-06,2,2.78046683152174e-06
"522","AY466","mcr1","Other","R",29,"middle","half",3.08541723862239e-06,3.9276901126355e-06,2,2.77729631304392e-06
"523","AY487","cefa_qacelta","MDR","R",29,"middle","half",0.00182694241228473,0.000160932311951783,3,9.29143136266705e-05
"524","AY489","qacF/H","MDR","R",29,"middle","half",0.000445737304404107,0.000176072729943948,3,0.000101655638030091
"525","AY492","copA","MDR","R",29,"middle","half",4.33818067919818e-05,2.07367191527357e-05,3,1.19723503849417e-05
"526","AY493","czcA","MDR","R",29,"middle","half",0.000395666009076491,0.000117713626340297,3,6.79619938548575e-05
"527","AY495","pcoA","MDR","R",29,"middle","half",6.612209218893e-05,3.33740062531488e-05,3,1.92684914941917e-05
"528","AY528","ereA","MLSB","R",29,"middle","half",0.000202757827592921,6.82308894521895e-05,2,4.82465246180329e-05
"529","AY533","ermB_2","MLSB","R",29,"middle","half",0.00335734737647016,0.000188538963203462,3,0.000108853021158252
"530","AY536","lnuB","MLSB","R",29,"middle","half",0.00576557577872523,0.00033954986890877,3,0.00019603920821778
"531","AY537","lnuC","MLSB","R",29,"middle","half",0.000125772338386713,8.73397171611755e-05,3,5.04256092139504e-05
"532","AY538","mefA","MLSB","R",29,"middle","half",0.00202664689149161,0.000306749403177838,2,0.000216904583111976
"533","AY545","ermC_2","MLSB","R",29,"middle","half",3.59513780948781e-05,1.95808402009591e-05,3,1.13050033609828e-05
"534","AY553","msrE","MLSB","R",29,"middle","half",0.0761258808004266,0.00376162339054854,3,0.00217177427712319
"535","AY562","catQ","Phenicol","R",29,"middle","half",9.99730145938215e-05,4.102306120751e-05,3,2.36846754311384e-05
"536","AY566","floR","Phenicol","R",29,"middle","half",0.00026328768763128,0.000112915802310437,3,6.51919688596934e-05
"537","AY571","tetD","Tetracycline","R",29,"middle","half",9.72190873632551e-05,3.15746816988453e-05,3,1.82296509784051e-05
"538","AY572","tetG","Tetracycline","R",29,"middle","half",0.00675423090991324,0.000563897822015074,3,0.000325566559335847
"539","AY574","tetM","Tetracycline","R",29,"middle","half",0.00514170143023047,0.000408724678459123,3,0.000235977303132818
"540","AY601","blaOXA48","Beta Lactam","R",29,"middle","half",7.97456292190479e-07,8.19652578237064e-07,2,5.79581896288465e-07
"541","AY111","cphA_1","Beta Lactam","S",29,"top","half",9.12077539397833e-05,1.82060957259276e-05,2,1.28736537467348e-05
"542","AY125","blaGES","Beta Lactam","S",29,"top","half",1.12461342247198e-05,5.97598510967148e-06,2,4.22565959531854e-06
"543","AY126","blaSFO","Beta Lactam","S",29,"top","half",4.17476396324648e-06,3.61999844645264e-06,2,2.55972544937143e-06
"544","AY138","penA","Beta Lactam","S",29,"top","half",2.00515242009574e-06,2.54707927510944e-06,3,1.47055690513175e-06
"545","AY142","ttgB","Other","S",29,"top","half",0.000116562672070929,6.77331245320409e-05,2,4.7894551667559e-05
"546","AY159","vanB_1","Vancomycin","S",29,"top","half",2.97374785222372e-07,1.50450888149983e-07,2,1.06384843246392e-07
"547","AY191","merA","Other","S",29,"top","half",0.00553308575709516,0.00140265719070211,3,0.000809824506632626
"548","AY198","crAss64","Other","S",29,"top","half",8.34628474318198e-05,6.72097685328151e-05,3,3.88035779545932e-05
"549","AY207","acrA_1","MDR","S",29,"top","half",0.000136064872666877,1.10469486002503e-05,3,6.37795874807846e-06
"550","AY218","qacE∆1_1","Other","S",29,"top","half",0.00183266156779975,0.000102198875532249,3,5.90045482994209e-05
"551","AY224","oprD","MDR","S",29,"top","half",9.76506500951461e-06,5.10655091861555e-06,2,3.61087678302745e-06
"552","AY236","qacE∆1_3","Other","S",29,"top","half",0.00265854803586029,0.000265956339001727,3,0.000153549963915334
"553","AY24","strB","Aminoglycoside","S",29,"top","half",0.00557492239411065,0.00106321923939702,3,0.000613849914073461
"554","AY241","sul4","Sulfonamide","S",29,"top","half",0.00016920982085592,6.80584333559872e-05,3,3.92935548187034e-05
"555","AY244","sul3_1","Sulfonamide","S",29,"top","half",0.000138429468593442,0.000128838863831732,3,7.4385152715336e-05
"556","AY245","sul1_2","Sulfonamide","S",29,"top","half",0.00197154998096742,0.000293465120609779,3,0.000169432166381822
"557","AY254","tetA_2","Tetracycline","S",29,"top","half",0.000193610025704303,4.56649362250586e-05,3,2.63646632220647e-05
"558","AY263","tetW","Tetracycline","S",29,"top","half",0.000734984236670709,0.000253933556998172,3,0.000146608607489174
"559","AY268","tetC_2","Tetracycline","S",29,"top","half",3.21085575182403e-05,1.19632365181983e-05,3,6.90697782416097e-06
"560","AY284","dfrA1_1","Trimethoprim","S",29,"top","half",5.67445660092436e-05,2.06330042222327e-05,3,1.19124705418967e-05
"561","AY289","intI1_2","Integrons","S",29,"top","half",0.00532207359549228,0.00184113185447052,3,0.00106297797179215
"562","AY293","intI1_1","Integrons","S",29,"top","half",0.00755743802777551,0.000788453763602088,3,0.000455213992659239
"563","AY300","tnpA_2","MGE","S",29,"top","half",0.0373330808333758,0.00846633352515948,3,0.00488803993979998
"564","AY309","ISPps","MGE","S",29,"top","half",0.00140340714663896,0.000392249524539508,3,0.000226465368582388
"565","AY328","aadA5_2","Aminoglycoside","S",29,"top","half",9.89922845539643e-05,5.06857704887232e-05,3,2.92634432357479e-05
"566","AY331","aadA2_3","Aminoglycoside","S",29,"top","half",0.00243608244104374,0.000335889436025833,3,0.000193925856307467
"567","AY339","blaCMY_2","Beta Lactam","S",29,"top","half",0.00029776767492259,0.000170084123510584,3,9.81981144937172e-05
"568","AY353","tolC_2","MDR","S",29,"top","half",0.000151725169245865,2.48774782164113e-05,3,1.43630187450041e-05
"569","AY365","sul2_2","Sulfonamide","S",29,"top","half",0.009329068675808,0.00153715750164526,3,0.000887478297361744
"570","AY37","cmxA","Phenicol","S",29,"top","half",0.00545232421210481,0.000698949399555823,3,0.000403538623983482
"571","AY381","vanTC_2","Vancomycin","S",29,"top","half",1.3921071576043e-06,6.1388189748156e-08,2,4.34080052556876e-08
"572","AY389","aph6-ia","Aminoglycoside","S",29,"top","half",7.84407443828037e-06,7.68909470486649e-08,2,5.43701100699667e-08
"573","AY409","aadA16","Aminoglycoside","S",29,"top","half",0.0054798397632336,0.00109284758928871,3,0.000630955849859069
"574","AY410","aadA1_2","Aminoglycoside","S",29,"top","half",0.00368580842462647,0.0008014038876392,3,0.000462690750258104
"575","AY416","ant6-ib","Aminoglycoside","S",29,"top","half",5.78471356528971e-05,2.21236563086532e-05,3,1.27730989252597e-05
"576","AY418","aph(3'')-ia","Aminoglycoside","S",29,"top","half",0.000720833646454087,0.000270399129524294,3,0.000156115010219492
"577","AY456","qepA","Quinolone","S",29,"top","half",0.00834551385214502,0.00020449847913657,2,0.000144602261339805
"578","AY457","qnrB4","Quinolone","S",29,"top","half",0.000118328769392051,8.57283675806039e-05,3,4.94952960998488e-05
"579","AY458","qnrB_2","Quinolone","S",29,"top","half",0.000393482153268282,5.98388637482666e-05,3,3.45479840930631e-05
"580","AY459","qnrD","Quinolone","S",29,"top","half",0.000501682568247558,0.000238539316833774,3,0.000137720738786289
"581","AY46","ermF_1","MLSB","S",29,"top","half",0.00224199130472052,0.000155273877902056,3,8.96474152048694e-05
"582","AY465","bacA","Other","S",29,"top","half",1.98391994844734e-05,1.75623137527466e-05,2,1.24184311478929e-05
"583","AY487","cefa_qacelta","MDR","S",29,"top","half",0.00276146374628543,0.00057552433558756,3,0.000332279130076658
"584","AY489","qacF/H","MDR","S",29,"top","half",0.00135097683997734,0.000403753070081232,3,0.000233106943697537
"585","AY492","copA","MDR","S",29,"top","half",0.000745626807561866,0.000159940808256781,3,9.2341868701459e-05
"586","AY493","czcA","MDR","S",29,"top","half",0.000347246076665663,0.000105830915488523,3,6.11015075458832e-05
"587","AY495","pcoA","MDR","S",29,"top","half",0.000647440341248393,0.000112271224257476,3,6.48198215473029e-05
"588","AY533","ermB_2","MLSB","S",29,"top","half",0.00125883708763966,0.000307378327394244,3,0.000177464960064124
"589","AY536","lnuB","MLSB","S",29,"top","half",0.00187299476489824,0.000568827334152085,3,0.000328412614495124
"590","AY537","lnuC","MLSB","S",29,"top","half",1.46088518102991e-06,1.34824605465238e-06,2,9.53353927952708e-07
"591","AY538","mefA","MLSB","S",29,"top","half",0.00119925280416734,9.59428896930492e-05,3,5.53926531911125e-05
"592","AY545","ermC_2","MLSB","S",29,"top","half",7.0301747913778e-05,2.88183478599741e-05,3,1.66382808945563e-05
"593","AY553","msrE","MLSB","S",29,"top","half",0.238014324093404,0.0171384023398587,3,0.00989486120439752
"594","AY562","catQ","Phenicol","S",29,"top","half",4.95092525306875e-05,9.56386221845355e-06,3,5.52169842631665e-06
"595","AY566","floR","Phenicol","S",29,"top","half",0.000599500314635936,3.23059292883103e-05,2,2.28437416722973e-05
"596","AY571","tetD","Tetracycline","S",29,"top","half",0.00017045506851492,7.88375585134507e-05,3,4.55168856299936e-05
"597","AY572","tetG","Tetracycline","S",29,"top","half",0.00524890812752597,0.00131050973707993,3,0.000756623149478725
"598","AY574","tetM","Tetracycline","S",29,"top","half",0.00155023709451656,0.000130308835158524,3,7.52338410565604e-05
"599","AY586","dfrA27","Trimethoprim","S",29,"top","half",3.195638582246e-05,2.03478135939477e-06,2,1.43880769746002e-06
"600","AY601","blaOXA48","Beta Lactam","S",29,"top","half",4.5559989553082e-06,6.21125650223637e-06,2,4.39202159242037e-06
